channel_name,category,Sub-category,Agent Shift,Tenure Bucket
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Order Related,Installation/demo,Evening,31-60
Outcall,Order Related,Invoice request,Evening,On Job Training
Email,Order Related,Delayed,Morning,On Job Training
Inbound,Cancellation,Not Needed,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Shopzilla Related,Shopzila Premium Related,Morning,31-60
Outcall,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Wrong,Split,>90
Inbound,Feedback,UnProfessional Behaviour,Evening,On Job Training
Inbound,Order Related,Seller Cancelled Order,Evening,On Job Training
Inbound,Returns,Missing,Split,>90
Outcall,Shopzilla Related,Account updation,Split,>90
Outcall,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Order Related,Delayed,Morning,61-90
Inbound,Order Related,Installation/demo,Afternoon,>90
Inbound,Payments related,Online Payment Issues,Morning,>90
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Outcall,Order Related,Installation/demo,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Order Related,Installation/demo,Morning,31-60
Inbound,Cancellation,Not Needed,Evening,On Job Training
Inbound,Returns,Wrong,Morning,0-30
Inbound,Returns,Missing,Evening,>90
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Order Related,Installation/demo,Morning,On Job Training
Outcall,Product Queries,Product Specific Information,Evening,61-90
Inbound,Returns,Wrong,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Feedback,UnProfessional Behaviour,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Returns,Return request,Morning,On Job Training
Inbound,Returns,Wrong,Morning,On Job Training
Inbound,Returns,Wrong,Evening,61-90
Inbound,Order Related,Delayed,Evening,>90
Inbound,Order Related,Installation/demo,Evening,0-30
Outcall,Returns,Wrong,Split,>90
Inbound,Returns,Reverse Pickup Enquiry,Night,>90
Outcall,Returns,Return request,Morning,0-30
Outcall,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Return request,Morning,On Job Training
Outcall,Returns,Return request,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Outcall,Refund Related,Refund Related Issues,Morning,61-90
Outcall,Refund Related,Refund Enquiry,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,61-90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,61-90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Delayed,Evening,61-90
Inbound,Returns,Return request,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Outcall,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Product Queries,Product Specific Information,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Order Related,Installation/demo,Afternoon,>90
Outcall,App/website,App/website Related,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Order Related,Installation/demo,Morning,0-30
Inbound,Returns,Missing,Morning,31-60
Inbound,Order Related,Delayed,Night,31-60
Inbound,Product Queries,Product Specific Information,Evening,61-90
Inbound,Returns,Return request,Morning,On Job Training
Inbound,Returns,Fraudulent User,Morning,On Job Training
Inbound,Returns,Technician Visit,Afternoon,61-90
Outcall,Product Queries,Product Specific Information,Evening,On Job Training
Inbound,Returns,Fraudulent User,Afternoon,>90
Inbound,Product Queries,Product Specific Information,Morning,31-60
Inbound,Feedback,UnProfessional Behaviour,Morning,On Job Training
Inbound,Refund Related,Refund Enquiry,Split,>90
Inbound,Returns,Fraudulent User,Evening,31-60
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Email,Offers & Cashback,Affiliate Offers,Evening,On Job Training
Email,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Wrong,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Order Related,Invoice request,Morning,61-90
Inbound,Returns,Return request,Split,>90
Inbound,Returns,Fraudulent User,Morning,>90
Inbound,Returns,Technician Visit,Morning,0-30
Email,Order Related,Delayed,Evening,On Job Training
Inbound,Payments related,Online Payment Issues,Morning,>90
Inbound,Returns,Return request,Morning,On Job Training
Inbound,Order Related,Delayed,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Refund Related,Refund Enquiry,Evening,On Job Training
Outcall,Order Related,Invoice request,Evening,On Job Training
Inbound,Cancellation,Not Needed,Morning,On Job Training
Inbound,Order Related,Delayed,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Email,Returns,Return request,Evening,>90
Outcall,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Returns,Return request,Evening,0-30
Outcall,Order Related,Priority delivery,Evening,On Job Training
Inbound,Order Related,Delayed,Afternoon,31-60
Outcall,Order Related,Delayed,Morning,>90
Outcall,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Fraudulent User,Evening,31-60
Inbound,Returns,Return request,Morning,On Job Training
Inbound,Returns,Return request,Split,>90
Inbound,Order Related,Delayed,Morning,61-90
Inbound,Refund Related,Refund Enquiry,Morning,On Job Training
Inbound,Refund Related,Refund Related Issues,Evening,61-90
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Missing,Morning,>90
Inbound,Order Related,Order status enquiry,Morning,31-60
Outcall,Order Related,Delayed,Morning,>90
Inbound,Order Related,Delayed,Evening,31-60
Outcall,Refund Related,Refund Enquiry,Morning,31-60
Email,Order Related,Delayed,Evening,On Job Training
Inbound,Returns,Wrong,Morning,0-30
Inbound,Returns,Return request,Afternoon,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Return request,Morning,On Job Training
Inbound,Order Related,Delayed,Evening,31-60
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Order Related,Delayed,Evening,On Job Training
Outcall,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Shopzilla Related,General Enquiry,Morning,On Job Training
Outcall,Order Related,General Enquiry,Morning,>90
Outcall,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Fraudulent User,Morning,On Job Training
Inbound,Shopzilla Related,General Enquiry,Morning,0-30
Outcall,Order Related,Customer Requested Modifications,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Returns,Fraudulent User,Morning,>90
Outcall,Product Queries,Product Specific Information,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Outcall,Shopzilla Related,Shopzilla Rewards,Morning,>90
Inbound,Returns,Return request,Afternoon,61-90
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Order Related,Installation/demo,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Returns,Technician Visit,Morning,31-60
Inbound,Shopzilla Related,Signup Issues,Evening,0-30
Outcall,Returns,Return request,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Wrong,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Returns,Return request,Split,>90
Inbound,Order Related,Order status enquiry,Evening,>90
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Product Queries,Product Specific Information,Evening,On Job Training
Email,Returns,Product related Issues,Evening,On Job Training
Inbound,Order Related,Delayed,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,61-90
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Order Related,Delayed,Evening,61-90
Email,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Outcall,Returns,Fraudulent User,Evening,On Job Training
Inbound,Order Related,Delayed,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Exchange / Replacement,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Email,Order Related,Delayed,Evening,0-30
Outcall,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Order Related,Installation/demo,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Morning,>90
Inbound,Payments related,Online Payment Issues,Morning,>90
Outcall,Payments related,Payment related Queries,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Refund Related,Refund Enquiry,Morning,31-60
Inbound,Returns,Fraudulent User,Evening,On Job Training
Inbound,Order Related,Installation/demo,Evening,On Job Training
Inbound,Order Related,Priority delivery,Evening,31-60
Inbound,Product Queries,Product Specific Information,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Return request,Night,61-90
Email,Payments related,PayLater related,Morning,31-60
Inbound,Returns,Fraudulent User,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Technician Visit,Morning,>90
Inbound,Order Related,Invoice request,Morning,On Job Training
Email,Returns,Missing,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Order Related,Delayed,Morning,On Job Training
Outcall,Refund Related,Refund Related Issues,Evening,>90
Inbound,Order Related,Delayed,Evening,31-60
Outcall,Returns,Return request,Morning,On Job Training
Inbound,Refund Related,Refund Related Issues,Morning,31-60
Outcall,Cancellation,Not Needed,Evening,31-60
Inbound,Order Related,Delayed,Night,>90
Inbound,Order Related,Delayed,Morning,>90
Inbound,Product Queries,Product Specific Information,Evening,61-90
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Email,Refund Related,Refund Enquiry,Evening,>90
Inbound,Order Related,Order status enquiry,Split,>90
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Order Related,Order status enquiry,Morning,31-60
Inbound,Order Related,Order status enquiry,Morning,0-30
Inbound,Refund Related,Refund Related Issues,Evening,>90
Inbound,Returns,Return request,Evening,>90
Inbound,Order Related,Installation/demo,Morning,>90
Outcall,Returns,Reverse Pickup Enquiry,Morning,31-60
Email,Refund Related,Refund Related Issues,Morning,0-30
Inbound,Refund Related,Refund Enquiry,Morning,On Job Training
Inbound,Order Related,Installation/demo,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Product Queries,Product Specific Information,Afternoon,61-90
Outcall,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Shopzilla Related,General Enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Shopzilla Related,General Enquiry,Evening,31-60
Inbound,Returns,Missing,Morning,On Job Training
Inbound,Order Related,Installation/demo,Split,>90
Inbound,Feedback,UnProfessional Behaviour,Morning,On Job Training
Inbound,Product Queries,Warranty related,Morning,>90
Outcall,Returns,Return request,Afternoon,>90
Outcall,Returns,Return request,Morning,0-30
Inbound,Refund Related,Refund Enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Order Related,Invoice request,Evening,31-60
Inbound,Refund Related,Refund Enquiry,Evening,>90
Inbound,Returns,Fraudulent User,Evening,0-30
Inbound,Returns,Service Centres Related,Afternoon,31-60
Inbound,Returns,Fraudulent User,Evening,>90
Inbound,Refund Related,Refund Enquiry,Morning,>90
Inbound,Payments related,Online Payment Issues,Evening,On Job Training
Inbound,Returns,Return request,Morning,On Job Training
Outcall,Order Related,Installation/demo,Evening,0-30
Inbound,Refund Related,Refund Enquiry,Morning,0-30
Inbound,Product Queries,Product Specific Information,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Email,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Outcall,Order Related,Delayed,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Returns,Missing,Morning,On Job Training
Inbound,Product Queries,Product Specific Information,Morning,On Job Training
Outcall,Returns,Return request,Afternoon,>90
Inbound,Returns,Return request,Evening,On Job Training
Inbound,Payments related,Online Payment Issues,Evening,On Job Training
Outcall,Order Related,Installation/demo,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Service Centres Related,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,61-90
Inbound,Order Related,Delayed,Evening,On Job Training
Email,Order Related,Delayed,Morning,0-30
Inbound,Feedback,UnProfessional Behaviour,Evening,61-90
Outcall,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Returns,Fraudulent User,Evening,61-90
Inbound,Returns,Exchange / Replacement,Morning,>90
Outcall,Feedback,UnProfessional Behaviour,Morning,>90
Outcall,Returns,Missing,Evening,On Job Training
Outcall,Order Related,Installation/demo,Morning,On Job Training
Inbound,Feedback,UnProfessional Behaviour,Morning,>90
Outcall,Order Related,Priority delivery,Morning,>90
Inbound,Order Related,Delayed,Morning,>90
Outcall,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Delayed,Morning,0-30
Inbound,Order Related,Installation/demo,Morning,0-30
Inbound,Returns,Return request,Morning,31-60
Inbound,Refund Related,Refund Enquiry,Evening,31-60
Inbound,Returns,Missing,Morning,>90
Inbound,Order Related,Order status enquiry,Morning,>90
Outcall,Order Related,Delayed,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Order Related,Order status enquiry,Morning,0-30
Outcall,Returns,Reverse Pickup Enquiry,Morning,>90
Outcall,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Returns,Missing,Night,>90
Email,Order Related,Delayed,Evening,On Job Training
Outcall,Order Related,Delayed,Afternoon,>90
Inbound,Refund Related,Refund Enquiry,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Afternoon,>90
Inbound,Returns,Missing,Afternoon,31-60
Inbound,Payments related,Payment related Queries,Morning,>90
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Returns,Fraudulent User,Afternoon,>90
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Outcall,Returns,Fraudulent User,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Shopzilla Related,General Enquiry,Morning,On Job Training
Inbound,Returns,Wrong,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Shopzilla Related,Account updation,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Email,Returns,Exchange / Replacement,Night,31-60
Inbound,Order Related,Installation/demo,Evening,On Job Training
Inbound,Order Related,Installation/demo,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Outcall,Order Related,Seller Cancelled Order,Morning,On Job Training
Outcall,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Feedback,UnProfessional Behaviour,Morning,On Job Training
Outcall,Order Related,Delayed,Morning,0-30
Outcall,Refund Related,Refund Related Issues,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Return request,Morning,>90
Inbound,Returns,Return request,Morning,>90
Inbound,Payments related,PayLater related,Morning,>90
Inbound,Returns,Return request,Morning,On Job Training
Inbound,Order Related,Delayed,Morning,31-60
Outcall,Returns,Wrong,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,61-90
Inbound,Returns,Return request,Evening,61-90
Inbound,Order Related,Order status enquiry,Morning,>90
